team_name,validation_accuracy,validation_f1_score,timestamp
Muhammad_Isah,0.3888888888888889,0.3523391812865497,2026-03-06 15:01:52
Abderrahmane_Kasmi,0.25,0.221424774056353,2026-03-06 15:01:53
Sargam_Goyal,0.4444444444444444,0.20512820512820515,2026-03-06 15:01:53
